"user","leave_type","created_at","booking_unit","total","working","deducted","actioner","start_time","end_time","actioned_at","status","reason","decline_reason"
"a7ea20db92ff37bdc2f29e4a4faf51e7","Conference",2016-11-15,"Days",1,1,0,"Tigran Hakobyan",2016-11-16,2016-11-17,2016-11-15,"Authorised","The next web conference (http://thenextweb.com/nyc/) is tomorrow where Leo is going to talk. We have 5 tickets and would love to attend. There was a discourse about this a month ago. Planning to be available though.",""
"05b221cd8dd22a166ed10e22c9b0906a","Personal day",2016-11-15,"Days",0.5,0.5,0,"Sunil Sadasivan",2016-11-18,2016-11-18,2016-11-16,"Authorised","Dentist Appointment + Getting new Car",""
"e67bf2b5ad9a9865295e6fcdcb9455a1","Family leave",2016-11-18,"Days",46,31,0,"Sunil Sadasivan",2016-11-18,2017-01-03,2016-11-18,"Authorised","Paternity leave! Thought I'd send this in through Timetastic just in case it's helpful to see it in the people-availability room :)",""
"e67bf2b5ad9a9865295e6fcdcb9455a1","Family leave",2016-11-18,"Days",46,1,0,"Sunil Sadasivan",2016-11-18,2017-01-03,2016-11-18,"Authorised","Paternity leave! Thought I'd send this in through Timetastic just in case it's helpful to see it in the people-availability room :)",""
"29e99ba245bcd3e96ef37cecaba767fb","Personal day",2016-10-11,"Days",1,1,0,"Kevan Lee",2016-11-18,2016-11-19,2016-10-11,"Authorised","A friend's midday-evening wedding in NYC!",""
"f4450e26b88a2b25ff27de0908f4b819","Vacation",2016-10-31,"Days",1,1,0,"Todd Balsley",2016-11-18,2016-11-19,2016-11-01,"Authorised","Traveling from Barcelona to Rome to catch flight home. ",""
"f53d84afd4d587e789fe38fbf504a4c4","Vacation",2016-11-15,"Days",0.5,0.5,0,"Sunil Sadasivan",2016-11-18,2016-11-19,2016-11-15,"Authorised","Heading out of town for friend's birthday weekend.",""
"aaa56540afe3fd18c49c4097ef81041f","Vacation",2016-10-03,"Days",7,5,0,"Rodolphe Dutel",2016-11-21,2016-11-28,2016-10-03,"Authorised","Traveling for Thanksgiving to see family in Texas :) ",""
"98aeab9fb68ac3fa0e55865c2d44897b","Holiday",2016-10-03,"Days",1,1,0,"Todd Balsley",2016-11-21,2016-11-22,2016-10-03,"Authorised","Revolución Mexicana National Holiday (Mexican Revolution)",""
"d8e10ed2c067f740833470f48d852958","Personal day",2016-11-14,"Days",0.5,0.5,0,"Todd Balsley",2016-11-21,2016-11-22,2016-11-14,"Authorised","Half day as I worked on Sunday. ",""
"824115817fdd2011e89a9e3b5992da84","Holiday",2016-10-31,"Days",1,1,0,"Michael Erasmus",2016-11-22,2016-11-23,2016-10-31,"Authorised","Flying to Louisville for Thanksgiving. ",""
"0799c8f72fc565ccc91f4a7910e0c114","Vacation",2016-11-09,"Days",2,2,0,"Michael Erasmus",2016-11-22,2016-11-24,2016-11-09,"Authorised","Vacation to spend extra time with family around Thanksgiving",""
"89ffbe3e8828f2c073c536f63d828ef4","Holiday",2016-10-31,"Days",3,3,0,"Courtney Seiter",2016-11-23,2016-11-26,2016-10-31,"Authorised","Thanksgiving time with family :) ",""
"02e04ab165078b7cd714a9f8c8b2b5c3","Vacation",2016-09-13,"Days",3,3,3,"Courtney Seiter",2016-11-23,2016-11-26,2016-09-13,"Authorised","Thanksgiving with family",""
"0e2db05049d1fa69fc03950bb3b5c00c","Vacation",2016-10-12,"Days",1,1,0,"Åsa Nyström",2016-11-23,2016-11-24,2016-10-12,"Authorised","Heading to Missouri to spend Thanksgiving with Amber's Fam",""
"74621d031226ae042f2a36c71172fab9","Holiday",2016-10-31,"Days",3,3,0,"Joel Gascoigne",2016-11-23,2016-11-26,2016-10-31,"Authorised","Thanksgiving",""
"a37f6d7dac5c668e4583131ecaee0936","Holiday",2016-11-01,"Days",3,3,0,"Leo Widrich",2016-11-23,2016-11-26,2016-11-04,"Authorised","Thanksgiving - spending time with Jess' family in Chicago :)",""
"052c0331eab1a136aeb661ab86eb0937","Personal day",2016-11-21,"Days",0.5,0.5,0,"Kevan Lee",2016-11-23,2016-11-24,2016-11-21,"Authorised","Take some personal time to prepare for Thanksgiving before our family comes to town!",""
"29e99ba245bcd3e96ef37cecaba767fb","Personal day",2016-10-11,"Days",0.5,0.5,0,"Kevan Lee",2016-11-23,2016-11-24,2016-10-11,"Authorised","Would love to take this afternoon off for Thanksgiving food preparations :)",""
"29e99ba245bcd3e96ef37cecaba767fb","Holiday",2016-10-11,"Days",2,2,0,"Kevan Lee",2016-11-24,2016-11-26,2016-10-11,"Authorised","Thanksgiving and time with family",""
"0799c8f72fc565ccc91f4a7910e0c114","Holiday",2016-11-09,"Days",2,2,0,"Michael Erasmus",2016-11-24,2016-11-26,2016-11-09,"Authorised","Thanksgiving",""
"43943f3700666e99b0dd5e4e206823d9","Holiday",2016-09-30,"Days",1,1,0,"Åsa Nyström",2016-11-24,2016-11-25,2016-10-03,"Authorised","Thanksgiving!",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Holiday",2016-11-15,"Days",1,1,0,"Åsa Nyström",2016-11-24,2016-11-25,2016-11-15,"Authorised","Thanksgiving ",""
"824115817fdd2011e89a9e3b5992da84","Holiday",2016-11-15,"Days",2,2,0,"Michael Erasmus",2016-11-24,2016-11-26,2016-11-15,"Authorised","Thanksgiving",""
"9dd0ebe7bcd25337dd437d947e3f9c54","Personal day",2016-11-21,"Days",1,1,0,"Kevan Lee",2016-11-24,2016-11-25,2016-11-21,"Authorised","Taking time off to run some personal errands and recharge :) ",""
"74d90ded19160ce5c6f0ae272afba85e","Holiday",2016-11-23,"Days",1,1,0,"Kelly Vass",2016-11-24,2016-11-25,2016-11-23,"Authorised","Thanksgiving",""
"ededb2f842258f5ce3a808d11517ed4e","Holiday",2016-11-15,"Days",2,2,0,"Åsa Nyström",2016-11-24,2016-11-26,2016-11-15,"Authorised","Thanksgiving :D",""
"0e2db05049d1fa69fc03950bb3b5c00c","Holiday",2016-10-12,"Days",1,1,0,"Åsa Nyström",2016-11-24,2016-11-25,2016-10-12,"Authorised","US Thanksgiving",""
"16c6bc0778f42d8564f7bf33e145967e","Holiday",2016-11-17,"Days",2,2,0,"Courtney Seiter",2016-11-24,2016-11-26,2016-11-18,"Authorised","",""
"808c843d9e6ed8ef5300987608d854d1","Holiday",2016-10-10,"Days",2,2,0,"Leo Widrich",2016-11-24,2016-11-26,2016-10-10,"Authorised","Thanksgiving Day (and the Friday after) :) ",""
"052c0331eab1a136aeb661ab86eb0937","Holiday",2016-11-21,"Days",2,2,0,"Spencer Lanoue",2016-11-24,2016-11-26,2016-11-21,"Authorised","Thanksgiving",""
"47fcea40b79942741413a84dd0627c3c","Holiday",2016-11-07,"Days",1,1,0,"Niel de la Rouviere",2016-11-24,2016-11-25,2016-11-08,"Authorised","Thanksgiving",""
"b861ff1d40ac5222cb3c9326f435f74d","Holiday",2016-11-17,"Days",2,2,0,"Katie Womersley",2016-11-24,2016-11-26,2016-11-17,"Authorised","Thanksgiving",""
"4e2a091fa21b02dbc83223e64198e724","Holiday",2016-11-07,"Days",2,2,0,"Kevan Lee",2016-11-24,2016-11-26,2016-11-07,"Authorised","Thanksgiving :) ",""
"a7ea20db92ff37bdc2f29e4a4faf51e7","Holiday",2016-11-17,"Days",2,2,0,"Katie Womersley",2016-11-24,2016-11-26,2016-11-17,"Authorised","Thanksgiving",""
"701d40d3979bda271f55ee8668fed9f0","Holiday",2016-11-08,"Days",2,2,0,"Kevan Lee",2016-11-24,2016-11-26,2016-11-08,"Authorised","",""
"ed4024792bf94b8e1d9277906855d82e","Holiday",2016-11-20,"Days",2,2,0,"Super Mishra",2016-11-24,2016-11-26,2016-11-20,"Authorised","Thanksgiving :)",""
"70e39b4dc74375bb29e15606ca933f0e","Holiday",2016-11-17,"Days",2,2,0,"Katie Womersley",2016-11-24,2016-11-26,2016-11-17,"Authorised","Thanksgiving",""
"74d90ded19160ce5c6f0ae272afba85e","Vacation",2016-11-23,"Days",1,1,0,"Todd Balsley",2016-11-25,2016-11-26,2016-11-23,"Authorised","Thanksgiving :)",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Vacation",2016-11-15,"Days",1,1,0,"Åsa Nyström",2016-11-25,2016-11-26,2016-11-15,"Authorised","Would like to also take this day, and perhaps pick up a few hours on Sunday in the inbox to get us in a good spot for Monday",""
"0e2db05049d1fa69fc03950bb3b5c00c","Vacation",2016-10-12,"Days",1,1,0,"Åsa Nyström",2016-11-25,2016-11-26,2016-10-12,"Authorised","Day After Thanksgiving Vacation",""
"f3c3c93642fb22495e31cbeb2386aa3d","Wellness Day",2016-11-10,"Days",0.5,0.5,0,"Kevan Lee",2016-11-25,2016-11-25,2016-11-11,"Authorised","Doctors appointments",""
"5a12df8f8c7a290b5d21877d9c308b99","Personal day",2016-11-18,"Days",1,1,0,"Courtney Seiter",2016-11-25,2016-11-26,2016-11-18,"Authorised","Day after Thanksgiving to spend time with family in town :-)",""
"47fcea40b79942741413a84dd0627c3c","Holiday",2016-11-17,"Days",1,1,0,"Niel de la Rouviere",2016-11-25,2016-11-26,2016-11-18,"Authorised","Would like to spend time with family this day! Might be online partially if there's still a lot to do at this point for MC :)",""
"453ad412b18746637e969f17f38acc2a","Vacation",2016-11-01,"Days",1,1,0,"Darcy Peters",2016-11-25,2016-11-26,2016-11-03,"Authorised","",""
"43943f3700666e99b0dd5e4e206823d9","Vacation",2016-11-03,"Days",0.5,0.5,0,"Åsa Nyström",2016-11-25,2016-11-26,2016-11-06,"Authorised","1/2 day with Julia taking the other 1/2. :) This is traditionally a big family/shopping day in the States. No school for the kids on this day.",""
"2ac2dba658c5717b534d924411f82a44","Personal day",2016-11-16,"Days",1,1,0,"Sunil Sadasivan",2016-11-28,2016-11-29,2016-11-16,"Authorised","Jury Duty",""
"98aeab9fb68ac3fa0e55865c2d44897b","Vacation",2016-10-03,"Days",5,5,0,"Todd Balsley",2016-11-28,2016-12-03,2016-10-03,"Authorised","",""
"1fb4d90b83306811646f048eece572a0","Wellness Day",2016-11-15,"Days",1,1,0,"Rodolphe Dutel",2016-11-29,2016-11-30,2016-11-17,"Authorised","Unsick day :) ",""
"8045ac0a7227f48e896b9ff248567378","Vacation",2016-11-19,"Days",3,3,0,"Niel de la Rouviere",2016-11-30,2016-12-03,2016-11-21,"Authorised","",""
"b33755c444c9c898fda1fa92e7f64917","Vacation",2016-09-15,"Days",9,7,0,"Kevan Lee",2016-12-01,2016-12-10,2016-09-15,"Authorised","Vacation to Antigua with Jade :) ",""
"453ad412b18746637e969f17f38acc2a","Vacation",2016-11-06,"Days",2,2,0,"Darcy Peters",2016-12-01,2016-12-03,2016-11-07,"Authorised","Trip to Orlando! Yay!",""
"02e04ab165078b7cd714a9f8c8b2b5c3","Vacation",2016-10-14,"Days",1,1,0,"Leo Widrich",2016-12-02,2016-12-03,2016-11-04,"Authorised","Girls to the Moon planning retreat!",""
"72a733eab6a7378f99fa3a2560af4e56","Vacation",2016-11-15,"Days",0.5,0.5,0,"Sunil Sadasivan",2016-12-02,2016-12-02,2016-11-16,"Authorised","Traveling from Taipei to Sabah",""
"0a294edffd9dbf490f0e3f585dece0ba","Vacation",2016-10-05,"Days",8,6,0,"Todd Balsley",2016-12-05,2016-12-13,2016-10-05,"Authorised","Hoping to disconnect for the week on the Isle of Skye :) Will ping you in Slack later today with more detail if that feels good!",""
"f784adcca7a2b1034b221439f3cc3cb7","Holiday",2016-11-28,"Days",1,1,0,"Mike San Roman",2016-12-06,2016-12-07,2016-11-28,"Authorised","It's ""Constitution Day"" here in Spain! :)",""
"c440b7b1219e651c2e9fee9ae4ea5ae1","Holiday",2016-11-23,"Days",1,1,0,"José Gilgado",2016-12-06,2016-12-07,2016-11-23,"Authorised","Public holiday in Spain",""
"98aeab9fb68ac3fa0e55865c2d44897b","Personal day",2016-11-01,"Days",1,1,0,"Todd Balsley",2016-12-07,2016-12-08,2016-11-01,"Authorised","Joining both 1/2 days of weekend coverage days to travel to Colombo",""
"d8e10ed2c067f740833470f48d852958","Personal day",2016-09-26,"Days",1,1,0,"Todd Balsley",2016-12-07,2016-12-08,2016-09-26,"Authorised","Leeanne and I are planning to celebrate our anniversary in London this year, and were hoping to use this day to fly over, and enjoy some activities such as the winter markets in Hyde Park, and see Les Miserables in the Queen's Theatre. I would then work from London (hopefully with some Bufferoos) on Thursday and Friday. I'd also love to work on one of the weekend days before my trip to offset any impact my absence would have on the inbox.",""
"05fab54edebdacd45bb5783f8e6f1ffa","Conference",2016-11-04,"Days",1.5,1.5,0,"Joe Birch",2016-12-08,2016-12-09,2016-11-04,"Authorised","I've been invited to speak at Droidcon Krakow - would be great if I can! If so, I was planning on getting to Poland at around lunch time and doing half a days work in Poland. I'll be speaking Friday morning so will be able to work during the afternoon until my flight in the evening. ",""
"43943f3700666e99b0dd5e4e206823d9","Vacation",2016-11-03,"Days",2,2,0,"Åsa Nyström",2016-12-08,2016-12-10,2016-11-06,"Authorised","My mom is visiting. Yay! Julia and I chatted about these two days. I'll be available to jump in if things feel overwhelming.",""
"f784adcca7a2b1034b221439f3cc3cb7","Holiday",2016-11-28,"Days",1,1,0,"Mike San Roman",2016-12-08,2016-12-09,2016-11-28,"Authorised","It's a national bank holiday in Spain :)",""
"2ac2dba658c5717b534d924411f82a44","Vacation",2016-11-16,"Days",2,2,0,"Sunil Sadasivan",2016-12-08,2016-12-10,2016-11-16,"Authorised","Weekend trip out of town",""
"df9898277f15daf66ac4cffe466d4c18","Wellness Day",2016-11-22,"Days",1,1,0,"Todd Balsley",2016-12-08,2016-12-09,2016-11-22,"Authorised","Wellness day! Planning to get a body composition scan done, a vision test and maybe a sports therapy massage.",""
"89ffbe3e8828f2c073c536f63d828ef4","Vacation",2016-12-01,"Days",1,1,0,"Courtney Seiter",2016-12-08,2016-12-09,2016-12-01,"Authorised","",""
"fdb6285d6abb81570d93513fcbebfd41","Holiday",2016-12-06,"Days",1,1,0,"Humberto Aquino",2016-12-08,2016-12-09,2016-12-06,"Authorised","National holiday (Caacupé Virgin)",""
"05b221cd8dd22a166ed10e22c9b0906a","Holiday",2016-12-05,"Days",1,1,0,"Marcus Wermuth",2016-12-08,2016-12-09,2016-12-05,"Authorised","Using the Holiday to drive to my parents for the weekend. Will be back online in the late afternoon.",""
"c440b7b1219e651c2e9fee9ae4ea5ae1","Holiday",2016-12-07,"Days",0.5,0.5,0,"José Gilgado",2016-12-08,2016-12-09,2016-12-07,"Authorised","",""
"3b1970e13a8d64feb0230dbf461f231f","Vacation",2016-12-07,"Days",0.5,0.5,0,"Katie Womersley",2016-12-08,2016-12-09,2016-12-07,"Authorised","",""
"447138f970c8e5c7d9b0fd4acebfe432","Vacation",2016-09-22,"Days",4,2,0,"Åsa Nyström",2016-12-09,2016-12-13,2016-09-22,"Authorised","Vacation in Kraków",""
"89ffbe3e8828f2c073c536f63d828ef4","Vacation",2016-12-01,"Days",0.5,0.5,0,"Courtney Seiter",2016-12-09,2016-12-10,2016-12-01,"Authorised","",""
"fc5da2b0acf6e5c98207396e9edaae8d","Vacation",2016-10-21,"Days",1,1,0,"Steven Cheng",2016-12-12,2016-12-13,2016-10-23,"Authorised","My birthday. Want to spend day with wife and baby travelling :) ",""
"efdf6d7453066c1017bb62d08441c5ac","Personal day",2016-12-05,"Days",0.5,0.5,0,"Katie Womersley",2016-12-13,2016-12-14,2016-12-06,"Authorised","Would love to go to my brother Derek's graduation from Vancouver Film School!",""
"8045ac0a7227f48e896b9ff248567378","Vacation",2016-11-19,"Days",3,3,0,"Niel de la Rouviere",2016-12-14,2016-12-17,2016-11-21,"Authorised","",""
"5ecac2f3d7e632e351852349b4863dac","Meetup",2016-11-23,"Days",0.5,0.5,0,"Katie Womersley",2016-12-14,2016-12-15,2016-11-23,"Authorised","Buffer UK Xmas Meetup :)",""
"c11aea303186c454a838388c27ce8fcd","Meetup",2016-11-23,"Days",0.5,0.5,0,"Courtney Seiter",2016-12-14,2016-12-15,2016-12-01,"Authorised","Buferroo xmas gathering :) ",""
"df9898277f15daf66ac4cffe466d4c18","Meetup",2016-11-23,"Days",0.5,0.5,0,"Todd Balsley",2016-12-14,2016-12-15,2016-11-23,"Authorised","UK Bufferoos Christmas gathering ☃️",""
"f5a43b1741460b7dab5bab3b5f9c63f2","Meetup",2016-12-05,"Days",0.5,0.5,0,"Courtney Seiter",2016-12-14,2016-12-15,2016-12-08,"Authorised","Christmas part with Buffer team mates",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Holiday",2016-11-22,"Days",0.5,0.5,0,"Maxime Berthelot",2016-12-14,2016-12-15,2016-11-22,"Authorised","Buffer Christmas Party :D",""
"79e1ed85d1f659ecadbc62c7c86cbe61","Vacation",2016-12-15,"Days",0.5,0.5,0,"Niel de la Rouviere",2016-12-14,2016-12-15,2016-12-15,"Authorised","UK Buffer Meetup!",""
"b861ff1d40ac5222cb3c9326f435f74d","Vacation",2016-10-13,"Days",0.5,0.5,0,"Mike San Roman",2016-12-14,2016-12-15,2016-10-24,"Authorised","Flying to my parent's for Christmas! (Colorado)",""
"47fcea40b79942741413a84dd0627c3c","Meetup",2016-12-12,"Hours",5,5,0,"Niel de la Rouviere",2016-12-14,2016-12-14,2016-12-12,"Authorised","Buffer UK Meetup! :D",""
"5698b98ad8fd71a7f1db2058e5bacac0","Meetup",2016-11-23,"Hours",4,3,0,"Ross Parmly",2016-12-14,2016-12-14,2016-11-23,"Authorised","Buffer UK Christmas party",""
"0a294edffd9dbf490f0e3f585dece0ba","Meetup",2016-11-23,"Hours",4,3,0,"Todd Balsley",2016-12-14,2016-12-14,2016-11-23,"Authorised","UK/Europe Bufferoo Christmas Party 🎄🎉🤗",""
"1fb4d90b83306811646f048eece572a0","Meetup",2016-12-12,"Hours",3,2,0,"Rodolphe Dutel",2016-12-14,2016-12-14,2016-12-12,"Authorised","Bufferoo meetup & Xmas dinner in London!",""
"89ffbe3e8828f2c073c536f63d828ef4","Vacation",2016-09-13,"Days",13,9,9,"Courtney Seiter",2016-12-15,2016-12-28,2016-09-13,"Authorised","Seasonal Disconnect :D ",""
"72a733eab6a7378f99fa3a2560af4e56","Vacation",2016-12-13,"Days",1,1,0,"Sunil Sadasivan",2016-12-15,2016-12-16,2016-12-19,"Authorised","Wanted to see more of Malaysia before I fly back to Taipei :D",""
"f5a43b1741460b7dab5bab3b5f9c63f2","Vacation",2016-12-05,"Days",1,1,0,"Courtney Seiter",2016-12-15,2016-12-16,2016-12-08,"Authorised","Day out with Ella and her Dad",""
"c11aea303186c454a838388c27ce8fcd","Vacation",2016-12-08,"Days",3,1,0,"Patrik Ward",2016-12-16,2016-12-19,2016-12-08,"Authorised","Taking Elly to Dublin for the weekend for her birthday present :) Max my PM OK'd this too. ",""
"1b93e3f070f91d97a2c3fc8b1c2a7f8d","Personal day",2016-12-14,"Days",1,1,0,"Courtney Seiter",2016-12-16,2016-12-17,2016-12-15,"Authorised","Taking some personal time to rest :)",""
"f53d84afd4d587e789fe38fbf504a4c4","Holiday",2016-12-05,"Days",1,1,0,"Niel de la Rouviere",2016-12-16,2016-12-17,2016-12-05,"Authorised","Public Holiday (Day of Reconciliation)",""
"447138f970c8e5c7d9b0fd4acebfe432","Vacation",2016-11-24,"Days",1,1,0,"Åsa Nyström",2016-12-16,2016-12-17,2016-11-24,"Authorised","Looking after baby Tommy in the morning and have my old company Xmas party in the afternoon/evening :)",""
"3b1970e13a8d64feb0230dbf461f231f","Holiday",2016-11-07,"Days",1,1,0,"Katie Womersley",2016-12-16,2016-12-17,2016-11-07,"Authorised","Reconciliation Day",""
"efdf6d7453066c1017bb62d08441c5ac","Family leave",2016-11-07,"Days",63,11,0,"Katie Womersley",2016-12-16,2017-02-17,2016-11-07,"Authorised","",""
"efdf6d7453066c1017bb62d08441c5ac","Family leave",2016-11-07,"Days",63,34,0,"Katie Womersley",2016-12-16,2017-02-17,2016-11-07,"Authorised","",""
"9dd0ebe7bcd25337dd437d947e3f9c54","Vacation",2016-11-03,"Days",9,5,0,"Kevan Lee",2016-12-17,2016-12-26,2016-11-04,"Authorised","Vacation with my girlfriend :D ",""
"79e1ed85d1f659ecadbc62c7c86cbe61","Vacation",2016-12-15,"Days",14,10,0,"Niel de la Rouviere",2016-12-19,2017-01-02,2016-12-15,"Authorised","",""
"79e1ed85d1f659ecadbc62c7c86cbe61","Vacation",2016-12-15,"Days",14,0,0,"Niel de la Rouviere",2016-12-19,2017-01-02,2016-12-15,"Authorised","",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Vacation",2016-11-22,"Days",2,2,0,"Courtney Seiter",2016-12-19,2016-12-21,2016-12-01,"Authorised","Amélie 30s - Skii's weekend ",""
"3b1970e13a8d64feb0230dbf461f231f","Vacation",2016-11-07,"Days",5,5,0,"Katie Womersley",2016-12-19,2016-12-24,2016-11-07,"Authorised","Christmas Vacation",""
"701d40d3979bda271f55ee8668fed9f0","Personal day",2016-11-21,"Hours",2,2,0,"Kevan Lee",2016-12-19,2016-12-19,2016-11-21,"Authorised","Picking up my aunt at the airport :) ",""
"f53d84afd4d587e789fe38fbf504a4c4","Vacation",2016-12-13,"Days",1,1,0,"Sunil Sadasivan",2016-12-20,2016-12-21,2016-12-19,"Authorised","Attending a wedding!",""
"683329f42ab8111ed13b65b399ae34ad","Vacation",2016-12-13,"Days",1,1,0,"Steven Cheng",2016-12-21,2016-12-22,2016-12-13,"Authorised","Flying to France",""
"43943f3700666e99b0dd5e4e206823d9","Personal day",2016-12-14,"Days",1,1,0,"Åsa Nyström",2016-12-21,2016-12-22,2016-12-15,"Authorised","I was hoping to use this as my road trip and Christmas prep day! It was the day that felt most empty, as far as other team members not taking off. :D ",""
"a7ea20db92ff37bdc2f29e4a4faf51e7","Personal day",2016-12-15,"Days",1,1,0,"Katie Womersley",2016-12-21,2016-12-22,2016-12-15,"Authorised","My parents are coming from Armenia this day so I'd love to take this day off so I can go and meet them in the airport :) ",""
"4e2a091fa21b02dbc83223e64198e724","Holiday",2016-12-13,"Days",1,1,0,"Brian Peters",2016-12-21,2016-12-22,2016-12-13,"Authorised","",""
"052c0331eab1a136aeb661ab86eb0937","Holiday",2016-12-06,"Days",3,3,0,"Spencer Lanoue",2016-12-21,2016-12-24,2016-12-06,"Authorised","",""
"c9f35431cb9f6fb055c07771acf842be","Vacation",2016-12-20,"Days",0.5,0.5,0,"Todd Balsley",2016-12-21,2016-12-22,2016-12-20,"Authorised","Christmas vaca",""
"47fcea40b79942741413a84dd0627c3c","Holiday",2016-11-07,"Days",1,1,0,"Niel de la Rouviere",2016-12-22,2016-12-23,2016-11-08,"Authorised","Christmas",""
"4e2a091fa21b02dbc83223e64198e724","Holiday",2016-11-07,"Days",5,3,0,"Kevan Lee",2016-12-22,2016-12-27,2016-11-07,"Authorised","Christmas :) ",""
"74621d031226ae042f2a36c71172fab9","Holiday",2016-10-31,"Days",6,4,0,"Joel Gascoigne",2016-12-22,2016-12-28,2016-10-31,"Authorised","Christmas",""
"c11aea303186c454a838388c27ce8fcd","Vacation",2016-12-19,"Days",2,2,0,"Joel Gascoigne",2016-12-22,2016-12-24,2016-12-19,"Authorised","Christmas Holiday ",""
"02e04ab165078b7cd714a9f8c8b2b5c3","Vacation",2016-09-13,"Days",9,7,7,"Courtney Seiter",2016-12-22,2016-12-31,2016-09-13,"Authorised","Christmas holiday",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Vacation",2016-12-14,"Days",1,1,0,"Courtney Seiter",2016-12-22,2016-12-23,2016-12-21,"Authorised","",""
"0029a61f8c9175eb65c6c64023298f19","Vacation",2016-12-20,"Days",0.5,0.5,0,"Darcy Peters",2016-12-22,2016-12-23,2016-12-20,"Authorised","",""
"f4450e26b88a2b25ff27de0908f4b819","Vacation",2016-12-20,"Days",1.5,1.5,0,"Darcy Peters",2016-12-22,2016-12-24,2016-12-20,"Authorised","Traveling Up North :) ",""
"47fcea40b79942741413a84dd0627c3c","Holiday",2016-11-07,"Days",1,1,0,"Niel de la Rouviere",2016-12-23,2016-12-24,2016-11-08,"Authorised","Christmas",""
"179959cd41687d05c64dc9e3eb7c7c03","Holiday",2016-12-14,"Days",1,1,0,"Daniel Siemaszkiewicz",2016-12-23,2016-12-24,2016-12-14,"Authorised","",""
"453ad412b18746637e969f17f38acc2a","Vacation",2016-12-21,"Days",1,1,0,"Todd Balsley",2016-12-23,2016-12-24,2016-12-21,"Authorised","Travel/Holiday party",""
"47f0146c1c1b31dbb716cfa371047099","Vacation",2016-12-14,"Days",1,1,0,"Darcy Peters",2016-12-23,2016-12-24,2016-12-15,"Authorised","",""
"f3c3c93642fb22495e31cbeb2386aa3d","Holiday",2016-11-04,"Days",15,6,0,"Kevan Lee",2016-12-23,2017-01-07,2016-11-04,"Authorised","Christmas and New Years, I'll be doing a little travel in here. Would love to know how it feels to take this amount of time! ",""
"f3c3c93642fb22495e31cbeb2386aa3d","Holiday",2016-11-04,"Days",15,5,0,"Kevan Lee",2016-12-23,2017-01-07,2016-11-04,"Authorised","Christmas and New Years, I'll be doing a little travel in here. Would love to know how it feels to take this amount of time! ",""
"808c843d9e6ed8ef5300987608d854d1","Holiday",2016-11-08,"Days",1,1,0,"Leo Widrich",2016-12-23,2016-12-24,2016-11-16,"Authorised","Curious how it feels to have this day for early Christmas celebrations with family :) ",""
"aaa56540afe3fd18c49c4097ef81041f","Vacation",2016-10-03,"Days",9,6,0,"Rodolphe Dutel",2016-12-23,2017-01-01,2016-10-03,"Authorised","Time off to spend Christmas with family :) ",""
"b33755c444c9c898fda1fa92e7f64917","Holiday",2016-11-13,"Days",4,2,0,"Kevan Lee",2016-12-23,2016-12-27,2016-11-14,"Authorised","Christmas",""
"f5a43b1741460b7dab5bab3b5f9c63f2","Vacation",2016-12-05,"Days",10,6,0,"Courtney Seiter",2016-12-23,2017-01-02,2016-12-08,"Authorised","Disconnect at Christmas with friends and family",""
"f5a43b1741460b7dab5bab3b5f9c63f2","Vacation",2016-12-05,"Days",10,0,0,"Courtney Seiter",2016-12-23,2017-01-02,2016-12-08,"Authorised","Disconnect at Christmas with friends and family",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Vacation",2016-12-14,"Days",1,1,0,"Courtney Seiter",2016-12-23,2016-12-24,2016-12-21,"Authorised","",""
"824115817fdd2011e89a9e3b5992da84","Vacation",2016-12-05,"Days",1,1,0,"Michael Erasmus",2016-12-23,2016-12-24,2016-12-06,"Authorised","I'd love to take advantage of being home and spend time with my family :)",""
"dd595960cbb1572979e783aeae31b589","Vacation",2016-09-19,"Days",9,6,0,"Patrik Ward",2016-12-23,2017-01-01,2016-09-22,"Authorised","Christmas vacay.",""
"ededb2f842258f5ce3a808d11517ed4e","Personal day",2016-12-22,"Days",1,1,0,"Åsa Nyström",2016-12-23,2016-12-24,2016-12-22,"Authorised","Christmas",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Vacation",2016-12-20,"Days",0.5,0.5,0,"Åsa Nyström",2016-12-23,2016-12-24,2016-12-20,"Authorised","Holiday",""
"0029a61f8c9175eb65c6c64023298f19","Vacation",2016-12-20,"Days",0.5,0.5,0,"Darcy Peters",2016-12-23,2016-12-24,2016-12-20,"Authorised","",""
"5a12df8f8c7a290b5d21877d9c308b99","Vacation",2016-12-15,"Days",7.5,5.5,0,"Courtney Seiter",2016-12-23,2016-12-31,2016-12-21,"Authorised","I'll be traveling to San Diego to visit family for the holidays :-)",""
"47f0146c1c1b31dbb716cfa371047099","Holiday",2016-12-14,"Days",3,1,0,"Paul Thomson",2016-12-24,2016-12-27,2016-12-14,"Authorised","",""
